34.62365962	78.02469282	59.32417622	0
30.28671077	43.89499752	41.09085415	0
35.84740877	72.90219803	52.3748034	0
60.18259939	86.3085521	73.24557574	1
79.03273605	75.34437644	80.18855624	1
45.08327748	56.31637178	53.69982463	0
61.10666454	96.51142588	74.80904521	1
75.02474557	46.55401354	56.78937955	1
76.0987867	87.42056972	83.75967821	1
84.43281996	43.53339331	67.98310664	1
95.86155507	38.22527806	70.04341656	0
75.01365839	30.60326323	53.80846081	0
82.30705337	76.4819633	84.39450834	1
69.36458876	97.71869196	79.54164036	1
39.53833914	76.03681085	57.787575	0
53.97105215	89.20735014	66.58920114	1
69.07014406	52.74046973	55.9053069	1
67.94685548	46.67857411	56.31271479	0
70.66150955	92.92713789	84.79432372	1
76.97878373	47.57596365	67.27737369	1
67.37202755	42.83843832	56.10523293	0
89.67677575	65.79936593	80.73807084	1
50.53478829	48.85581153	46.69529991	0
34.21206098	44.2095286	41.21079479	0
77.92409145	68.97235999	69.44822572	1
62.27101367	69.95445795	71.11273581	1
80.19018075	44.82162893	58.50590484	1
93.1143888	38.80067034	60.95752957	0
61.83020602	50.25610789	56.04315696	0
38.7858038	64.99568096	55.89074238	0
61.37928945	72.80788731	66.09358838	1
85.40451939	57.05198398	72.22825169	1
52.10797973	63.12762377	60.61780175	0
52.04540477	69.43286012	65.73913244	1
40.23689374	71.16774802	52.70232088	0
54.63510555	52.21388588	54.42449572	0
33.91550011	98.86943574	67.39246793	0
64.17698887	80.90806059	76.54252473	1
74.78925296	41.57341523	63.18133409	0
34.18364003	75.23772034	49.71068018	0
83.90239366	56.30804622	71.10521994	1
51.54772027	46.85629026	51.20200527	0
94.44336777	65.56892161	81.00614469	1
82.36875376	40.61825516	57.49350446	0
51.04775177	45.82270146	49.43522661	0
62.22267576	52.06099195	53.14183385	0
77.19303493	70.4582	73.82561746	1
97.77159928	86.72782233	92.24971081	1
62.0730638	96.76882412	81.42094396	1
91.5649745	88.69629255	90.13063352	1
79.94481794	74.16311935	80.05396865	1
99.27252693	60.999031	75.13577896	1
90.54671411	43.39060181	65.96865796	1
34.52451385	60.39634246	45.46042816	0
50.28649612	49.80453881	54.04551747	0
49.58667722	59.80895099	56.69781411	0
97.64563396	68.86157272	84.25360334	1
32.57720017	95.59854761	61.08787389	0
74.24869137	69.82457123	76.0366313	1
71.79646206	78.45356225	74.12501215	1
75.39561147	85.75993667	80.57777407	1
35.28611282	47.02051395	38.15331338	0
56.2538175	39.26147251	44.757645	0
30.05882245	49.59297387	42.82589816	0
44.66826172	66.45008615	50.55917394	0
66.56089447	41.09209808	54.82649628	0
40.45755098	97.53518549	63.99636824	1
49.07256322	51.88321182	45.47788752	0
80.27957401	92.11606081	84.19781741	1
66.74671857	60.99139403	64.8690563	1
32.72283304	43.30717306	38.01500305	0
64.03932042	78.03168802	71.03550422	1
72.34649423	96.22759297	87.2870436	1
60.45788574	73.0949981	65.77644192	1
58.84095622	75.85844831	68.34970227	1
99.8278578	72.36925193	81.09855487	1
47.26426911	88.475865	66.87006705	1
50.4581598	75.80985953	61.13400967	1
60.45555629	42.50840944	55.48198286	0
82.22666158	42.71987854	64.47327006	0
88.91389642	69.8037889	82.35884266	1
94.83450672	45.6943068	69.26440676	1
67.31925747	66.58935318	70.95430532	1
57.23870632	59.51428198	57.37649415	1
80.366756	90.9601479	85.66345195	1
68.46852179	85.5943071	77.03141445	1
42.07545454	78.844786	59.46012027	0
75.47770201	90.424539	86.9511205	1
78.63542435	96.64742717	87.64142576	1
52.34800399	60.76950526	59.55875462	0
94.09433113	77.15910509	90.62671811	1
90.44855097	87.50879176	89.97867137	1
55.48216114	35.57070347	50.52643231	0
74.49269242	84.84513685	75.66891463	1
89.84580671	45.35828361	62.60204516	1
83.48916274	48.3802858	65.93472427	1
42.26170081	87.10385094	63.68277588	1
99.31500881	68.77540947	84.04520914	1
55.34001756	64.93193801	62.13597778	1
74.775893	89.5298129	77.15285295	1
